Date : 2026-09-12 21:21:32
Directory : /Users/loucadaviot/Desktop/crfm
Total : 191 files,  35429 codes, 1564 comments, 4785 blanks, all 41778 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/loucadaviot/Desktop/crfm/backend/controller/role.controller.js                                          | JavaScript         |         12 |          0 |          3 |         15 |
| /Users/loucadaviot/Desktop/crfm/backend/controller/sections.controller.js                                      | JavaScript         |         87 |          0 |         12 |         99 |
| /Users/loucadaviot/Desktop/crfm/backend/controller/typeVehicules.controller.js                                 | JavaScript         |         82 |          0 |         10 |         92 |
| /Users/loucadaviot/Desktop/crfm/backend/controller/user.controller.js                                          | JavaScript         |        191 |          0 |         37 |        228 |
| /Users/loucadaviot/Desktop/crfm/backend/controller/vehicule.controller.js                                      | JavaScript         |         89 |          0 |          7 |         96 |
| /Users/loucadaviot/Desktop/crfm/backend/eslint.config.js                                                       | JavaScript         |         39 |          0 |          3 |         42 |
| /Users/loucadaviot/Desktop/crfm/backend/middlewares/auth.middleware.js                                         | JavaScript         |         28 |          0 |          9 |         37 |
| /Users/loucadaviot/Desktop/crfm/backend/middlewares/permissions.middleware.js                                  | JavaScript         |         18 |          0 |          4 |         22 |
| /Users/loucadaviot/Desktop/crfm/backend/middlewares/validate.js                                                | JavaScript         |         17 |          0 |          4 |         21 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705114038-create-roles.cjs                             | JavaScript         |         31 |          1 |          3 |         35 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705115001-create-compagnie.cjs                         | JavaScript         |         41 |          1 |          2 |         44 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120633-create-sections.cjs                          | JavaScript         |         44 |          1 |          3 |         48 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120634-create-users.cjs                             | JavaScript         |         79 |          1 |          4 |         84 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120648-create-vehicules-types.cjs                   | JavaScript         |         44 |          1 |          3 |         48 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120659-create-vehicule.cjs                          | JavaScript         |         60 |          1 |          3 |         64 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120706-create-missions.cjs                          | JavaScript         |         64 |          1 |          3 |         68 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120708-create-missions-groupes.cjs                  | JavaScript         |         53 |          1 |          9 |         63 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120711-create-missions-users.cjs                    | JavaScript         |         64 |          1 |          9 |         74 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120719-create-missions-vehicules.cjs                | JavaScript         |         72 |          1 |          4 |         77 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260705120844-create-user-tokens.cjs                       | JavaScript         |         42 |          1 |          3 |         46 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260722110000-align-relations-and-constraints.cjs          | JavaScript         |         34 |          1 |          4 |         39 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260828130000-create-missions-vehicules-releves.cjs        | JavaScript         |         75 |          1 |          5 |         81 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260828130100-create-missions-vehicules-pleins.cjs         | JavaScript         |         53 |          1 |          5 |         59 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260828130101-create-mission-oa.cjs                        | JavaScript         |         62 |          1 |          9 |         72 |
| /Users/loucadaviot/Desktop/crfm/backend/migrations/20260912170000-create-cartes-carburant.cjs                  | JavaScript         |         38 |          1 |          7 |         46 |
| /Users/loucadaviot/Desktop/crfm/backend/models/cartesCarburant.model.js                                        | JavaScript         |         39 |          0 |          7 |         46 |
| /Users/loucadaviot/Desktop/crfm/backend/models/compagnie.model.js                                              | JavaScript         |         38 |          0 |          3 |         41 |
| /Users/loucadaviot/Desktop/crfm/backend/models/index.js                                                        | JavaScript         |        296 |          0 |         44 |        340 |
| /Users/loucadaviot/Desktop/crfm/backend/models/missionOA.model.js                                              | JavaScript         |         34 |          0 |          4 |         38 |
| /Users/loucadaviot/Desktop/crfm/backend/models/missions.model.js                                               | JavaScript         |         64 |          0 |          3 |         67 |
| /Users/loucadaviot/Desktop/crfm/backend/models/missionsGroupes.model.js                                        | JavaScript         |         42 |          0 |          4 |         46 |
| /Users/loucadaviot/Desktop/crfm/backend/models/missionsUsers.model.js                                          | JavaScript         |         50 |          0 |          3 |         53 |
| /Users/loucadaviot/Desktop/crfm/backend/models/missionsVehicule.model.js                                       | JavaScript         |         76 |          0 |          3 |         79 |
| /Users/loucadaviot/Desktop/crfm/backend/models/missionsVehiculesPlein.model.js                                 | JavaScript         |         48 |          0 |          3 |         51 |
| /Users/loucadaviot/Desktop/crfm/backend/models/missionsVehiculesReleve.model.js                                | JavaScript         |         66 |          0 |          3 |         69 |
| /Users/loucadaviot/Desktop/crfm/backend/models/roles.model.js                                                  | JavaScript         |         32 |          0 |          3 |         35 |
| /Users/loucadaviot/Desktop/crfm/backend/models/sections.model.js                                               | JavaScript         |         41 |          0 |          3 |         44 |
| /Users/loucadaviot/Desktop/crfm/backend/models/user.model.js                                                   | JavaScript         |         84 |          0 |          5 |         89 |
| /Users/loucadaviot/Desktop/crfm/backend/models/userToken.model.js                                              | JavaScript         |         30 |          0 |          3 |         33 |
| /Users/loucadaviot/Desktop/crfm/backend/models/vehicule.model.js                                               | JavaScript         |         59 |          0 |          3 |         62 |
| /Users/loucadaviot/Desktop/crfm/backend/models/vehicules-types.model.js                                        | JavaScript         |         46 |          0 |          3 |         49 |
| /Users/loucadaviot/Desktop/crfm/backend/package-lock.json                                                      | JSON               |      4,165 |          0 |          1 |      4,166 |
| /Users/loucadaviot/Desktop/crfm/backend/package.json                                                           | JSON               |         57 |          0 |          1 |         58 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/auth.routes.js                                                  | JavaScript         |         30 |          0 |          8 |         38 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/carburant.routes.js                                             | JavaScript         |         21 |          0 |          6 |         27 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/compagnie.routes.js                                             | JavaScript         |         21 |          0 |          3 |         24 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/conducteur.routes.js                                            | JavaScript         |         52 |          0 |          8 |         60 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/index.routes.js                                                 | JavaScript         |         29 |          0 |          2 |         31 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/missions.routes.js                                              | JavaScript         |         88 |          0 |         14 |        102 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/missionsGroupes.routes.js                                       | JavaScript         |         46 |          0 |          7 |         53 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/missionsUsers.routes.js                                         | JavaScript         |         78 |          0 |         12 |         90 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/missionsVehicules.routes.js                                     | JavaScript         |         52 |          0 |          9 |         61 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/role.routes.js                                                  | JavaScript         |         12 |          0 |          3 |         15 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/sections.routes.js                                              | JavaScript         |         61 |          0 |          9 |         70 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/typeVehicules.routes.js                                         | JavaScript         |         52 |          0 |          9 |         61 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/user.routes.js                                                  | JavaScript         |         28 |          0 |          4 |         32 |
| /Users/loucadaviot/Desktop/crfm/backend/routes/vehicules.routes.js                                             | JavaScript         |         21 |          0 |          4 |         25 |
| /Users/loucadaviot/Desktop/crfm/backend/schema/validation.zod.js                                               | JavaScript         |        379 |         74 |        182 |        635 |
| /Users/loucadaviot/Desktop/crfm/backend/scripts/import-cartes-carburant.js                                     | JavaScript         |         48 |          3 |         17 |         68 |
| /Users/loucadaviot/Desktop/crfm/backend/scripts/import-personnels.js                                           | JavaScript         |        140 |         14 |         47 |        201 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075121-create-roles.js                                 | JavaScript         |         50 |          0 |          2 |         52 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075122-create-compagnies.js                            | JavaScript         |         85 |          0 |          2 |         87 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075123-create-sections.js                              | JavaScript         |         71 |          2 |          9 |         82 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075125-create-users-test.js                            | JavaScript         |         76 |          5 |         11 |         92 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075126-assign-chef-section.js                          | JavaScript         |         44 |          1 |          6 |         51 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075127-assign-oa-compagnie.js                          | JavaScript         |         47 |          2 |          5 |         54 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075128-create-vehicules-types.js                       | JavaScript         |        338 |          1 |          5 |        344 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075129-create-vehicules.js                             | JavaScript         |        358 |         10 |         64 |        432 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075130-create-missions.js                              | JavaScript         |          7 |         16 |          3 |         26 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075131-create-section-missions.js                      | JavaScript         |          7 |         16 |          3 |         26 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075132-create-missions-users.js                        | JavaScript         |          7 |         16 |          3 |         26 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075133-create-missions-vehicules.js                    | JavaScript         |          7 |         16 |          3 |         26 |
| /Users/loucadaviot/Desktop/crfm/backend/seeders/20260720075134-create-missions-equipages.js                    | JavaScript         |          7 |         16 |          3 |         26 |
| /Users/loucadaviot/Desktop/crfm/backend/services/auth.service.js                                               | JavaScript         |         57 |          0 |          6 |         63 |
| /Users/loucadaviot/Desktop/crfm/backend/services/carburant.service.js                                          | JavaScript         |         11 |          0 |          2 |         13 |
| /Users/loucadaviot/Desktop/crfm/backend/services/compagnie.service.js                                          | JavaScript         |        174 |          0 |         17 |        191 |
| /Users/loucadaviot/Desktop/crfm/backend/services/conducteur.service.js                                         | JavaScript         |        385 |          0 |         70 |        455 |
| /Users/loucadaviot/Desktop/crfm/backend/services/missionUser.service.js                                        | JavaScript         |        294 |          0 |         46 |        340 |
| /Users/loucadaviot/Desktop/crfm/backend/services/missions.service.js                                           | JavaScript         |        794 |        117 |        221 |      1,132 |
| /Users/loucadaviot/Desktop/crfm/backend/services/missionsConducteurs.service.js                                | JavaScript         |        409 |         70 |        142 |        621 |
| /Users/loucadaviot/Desktop/crfm/backend/services/missionsGroupes.service.js                                    | JavaScript         |        415 |         69 |        120 |        604 |
| /Users/loucadaviot/Desktop/crfm/backend/services/missionsVehicules.service.js                                  | JavaScript         |        454 |         88 |        155 |        697 |
| /Users/loucadaviot/Desktop/crfm/backend/services/role.service.js                                               | JavaScript         |          7 |          0 |          3 |         10 |
| /Users/loucadaviot/Desktop/crfm/backend/services/section.service.js                                            | JavaScript         |        186 |          0 |         32 |        218 |
| /Users/loucadaviot/Desktop/crfm/backend/services/typeVehicules.service.js                                      | JavaScript         |        110 |          0 |         29 |        139 |
| /Users/loucadaviot/Desktop/crfm/backend/services/user.service.js                                               | JavaScript         |        642 |         62 |        162 |        866 |
| /Users/loucadaviot/Desktop/crfm/backend/services/validation/missions-Access.service.js                         | JavaScript         |        170 |         15 |         32 |        217 |
| /Users/loucadaviot/Desktop/crfm/backend/services/validation/missions-commandement.service.js                   | JavaScript         |        236 |         31 |         83 |        350 |
| /Users/loucadaviot/Desktop/crfm/backend/services/vehicule.service.js                                           | JavaScript         |        193 |          0 |         38 |        231 |
| /Users/loucadaviot/Desktop/crfm/backend/src/app.js                                                             | JavaScript         |         28 |          6 |          9 |         43 |
| /Users/loucadaviot/Desktop/crfm/backend/src/server.js                                                          | JavaScript         |         19 |          0 |          6 |         25 |
| /Users/loucadaviot/Desktop/crfm/backend/test/database.integration.test.js                                      | JavaScript         |         61 |          0 |          6 |         67 |
| /Users/loucadaviot/Desktop/crfm/backend/test/model-and-service.test.js                                         | JavaScript         |        282 |          0 |         33 |        315 |
| /Users/loucadaviot/Desktop/crfm/backend/utils/httpError.js                                                     | JavaScript         |          7 |          0 |          1 |          8 |
| /Users/loucadaviot/Desktop/crfm/backend/utils/jwt.util.js                                                      | JavaScript         |         16 |          0 |          6 |         22 |
| /Users/loucadaviot/Desktop/crfm/frontend/README.md                                                             | Markdown           |          9 |          0 |          8 |         17 |
| /Users/loucadaviot/Desktop/crfm/frontend/components.json                                                       | JSON               |         25 |          0 |          1 |         26 |
| /Users/loucadaviot/Desktop/crfm/frontend/eslint.config.js                                                      | JavaScript         |         20 |          0 |          2 |         22 |
| /Users/loucadaviot/Desktop/crfm/frontend/index.html                                                            | HTML               |         13 |          0 |          1 |         14 |
| /Users/loucadaviot/Desktop/crfm/frontend/jsconfig.json                                                         | JSON with Comments |          8 |          0 |          0 |          8 |
| /Users/loucadaviot/Desktop/crfm/frontend/package-lock.json                                                     | JSON               |      6,669 |          0 |          1 |      6,670 |
| /Users/loucadaviot/Desktop/crfm/frontend/package.json                                                          | JSON               |         48 |          0 |          1 |         49 |
| /Users/loucadaviot/Desktop/crfm/frontend/security/PageAccesRefuse.jsx                                          | JavaScript JSX     |         32 |          0 |          7 |         39 |
| /Users/loucadaviot/Desktop/crfm/frontend/security/ProtectedRoute.jsx                                           | JavaScript JSX     |         30 |          0 |         11 |         41 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/App.jsx                                                           | JavaScript JSX     |        227 |          9 |          8 |        244 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/api/apiClient.js                                                  | JavaScript         |         41 |          0 |         20 |         61 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/components/layout/MainLayout.jsx                                  | JavaScript JSX     |        112 |          4 |         20 |        136 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/components/layout/admin/Sidebar.jsx                               | JavaScript JSX     |         79 |          3 |         14 |         96 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/components/ui/BoutonProfile.jsx                                   | JavaScript JSX     |        162 |         10 |         33 |        205 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/components/ui/Navbar.jsx                                          | JavaScript JSX     |         65 |          0 |          7 |         72 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/components/ui/button.jsx                                          | JavaScript JSX     |         51 |          0 |          5 |         56 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/auth/api/auth.service.js                                 | JavaScript         |         13 |          0 |          6 |         19 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/auth/hooks/useAuth.js                                    | JavaScript         |         27 |          0 |          8 |         35 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/auth/pages/PageAide.jsx                                  | JavaScript JSX     |        538 |          5 |        126 |        669 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/auth/pages/PageConnexion.jsx                             | JavaScript JSX     |        103 |          2 |         20 |        125 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/auth/pages/PageProfil.jsx                                | JavaScript JSX     |        627 |          0 |        134 |        761 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/api/compagnies.api.js                         | JavaScript         |         21 |          0 |          5 |         26 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/components/TableauCompagnie.jsx               | JavaScript JSX     |        480 |          0 |         62 |        542 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/hooks/useCompagnies.js                        | JavaScript         |         28 |          0 |          5 |         33 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/compagnies/pages/CompagniesAdmin.jsx                     | JavaScript JSX     |         12 |          0 |          2 |         14 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/api/conducteur.api.js                         | JavaScript         |         39 |          0 |          7 |         46 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/CarteCarburant.jsx                 | JavaScript JSX     |        166 |          3 |         28 |        197 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/ConducteurMobileLayout.jsx         | JavaScript JSX     |         41 |          0 |          5 |         46 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/PleinForm.jsx                      | JavaScript JSX     |        140 |          7 |         19 |        166 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/PleinsHistorique.jsx               | JavaScript JSX     |         65 |          3 |          8 |         76 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/ReleveForm.jsx                     | JavaScript JSX     |        255 |          8 |         39 |        302 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/components/VehiculeMissionCard.jsx            | JavaScript JSX     |         91 |          3 |         12 |        106 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/pages/ConducteurVehiculeDetailPage.jsx        | JavaScript JSX     |        310 |         11 |         56 |        377 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/pages/ConducteurVehiculesPage.jsx             | JavaScript JSX     |        136 |          0 |         17 |        153 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/conducteur/utils/conducteur.utils.js                     | JavaScript         |         84 |          0 |         21 |        105 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/api/missions.api.js                             | JavaScript         |        108 |          2 |         19 |        129 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Compagnies.jsx         | JavaScript JSX     |         62 |          0 |          6 |         68 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Groupes.jsx            | JavaScript JSX     |        138 |          0 |         15 |        153 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Personnel.jsx          | JavaScript JSX     |        151 |          0 |         15 |        166 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape2/Etapes2Sections.jsx           | JavaScript JSX     |         99 |          0 |          9 |        108 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/components/etape4/Etapes4CompagnieVehicules.jsx | JavaScript JSX     |        179 |          2 |         25 |        206 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/context/MissionsContext.jsx                     | JavaScript JSX     |        809 |        155 |        230 |      1,194 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/context/MissionsContextValue.js                 | JavaScript         |         16 |          0 |          4 |         20 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/context/useMission.js                           | JavaScript         |          9 |          0 |          4 |         13 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useCompagniesMissions2.js                 | JavaScript         |        102 |          0 |         22 |        124 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useGroupesMissions2.js                    | JavaScript         |        622 |         56 |        114 |        792 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissionCommandement.js                 | JavaScript         |        460 |        100 |        116 |        676 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissions.js                            | JavaScript         |         48 |          0 |         10 |         58 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissions2.js                           | JavaScript         |        308 |        111 |         64 |        483 |
| /Users/loucadaviot/Desktop/crfm/frontend/src/features/missions/hooks/useMissionsVehicules.js                   | JavaScript         |         83 |         46 |         31 |        160 |
